0.0,0.0,0.0,0.0,0.0,0.2,-1.6,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-5.93e-06,0.0,-0.0,0.00043868,0.19881006,-1.59930705,0.0,-0.00012477,-0.00012477,-0.00012477,-0.00012477,0.0
0.0,-2.155e-05,-0.0,-0.0,0.00155316,0.19565399,-1.59743987,0.0,-0.00045365,-0.00045365,-0.00045365,-0.00045365,0.0
-0.0,-4.829e-05,-0.0,0.0,0.00344057,0.19032833,-1.59429136,0.0,-0.00101655,-0.00101655,-0.00101655,-0.00101655,0.0
-0.0,-8.756e-05,0.0,0.0,0.00616148,0.18269597,-1.58978418,0.0,-0.00184332,-0.00184332,-0.00184332,-0.00184332,0.0
-0.0,-0.00014185,0.0,0.0,0.00981801,0.1725229,-1.58378568,0.0,-0.0029864,-0.0029864,-0.0029864,-0.0029864,0.0
-0.0,-0.00021541,0.0,0.0,0.01457223,0.15943373,-1.57608173,-0.0,-0.00453499,-0.00453499,-0.00453499,-0.00453499,0.0
-0.0,-0.00031569,0.0,0.0,0.02068247,0.14282277,-1.56632421,-0.0,-0.00664619,-0.00664619,-0.00664619,-0.00664619,0.0
-0.0,-0.000457,0.0,0.0,0.02858014,0.12166234,-1.55391606,-0.0,-0.00962113,-0.00962113,-0.00962113,-0.00962113,0.0
-0.0,-0.00067113,0.0,0.0,0.0390527,0.09403125,-1.53772276,-0.0,-0.01412914,-0.01412914,-0.01412914,-0.01412914,0.0
-0.0,-0.00104966,-0.0,0.0,0.05375665,0.05570074,-1.5151713,-0.0,-0.02209813,-0.02209813,-0.02209813,-0.02209813,0.0
-0.0,-0.00203836,0.0,0.0,0.07658157,-0.00496912,-1.4785105,-0.0,-0.04291279,-0.04291279,-0.04291279,-0.04291279,0.0
-0.0,-0.00670326,0.0,0.0,0.04561593,0.02237626,-1.47618268,-0.0,-0.14112137,-0.14112137,-0.14112137,-0.14112137,0.0
-0.0,-0.01025591,0.0,0.0,0.08832694,-0.07762374,-1.39721049,-0.0,-0.21591392,-0.21591392,-0.21591392,-0.21591392,0.0
-0.0,-0.0108306,0.0,0.0,0.04973704,-0.00463665,-1.43334517,-0.0,-0.22801272,-0.22801272,-0.22801272,-0.22801272,0.0
-0.0,-0.0155806,0.0,0.0,-0.02261178,0.07527873,-1.44275285,-0.0,-0.32801272,-0.32801272,-0.32801272,-0.32801272,0.0
-0.0,-0.01574533,0.0,0.0,0.01916418,-0.02161993,-1.38957414,-0.0,-0.33148059,-0.33148059,-0.33148059,-0.33148059,0.0
0.0,-0.01750006,0.0,-0.0,-0.08083582,0.07838007,-1.48957414,-0.0,-0.36842239,-0.36842239,-0.36842239,-0.36842239,0.0
0.0,-0.01605347,0.0,-0.0,-0.04147326,-0.00103287,-1.45069168,-0.0,-0.3379678,-0.3379678,-0.3379678,-0.3379678,0.0
0.0,-0.01130347,0.0,-0.0,-0.02667495,0.00190939,-1.46971056,-0.0,-0.2379678,-0.2379678,-0.2379678,-0.2379678,0.0
0.0,-0.00655347,0.0,-0.0,-0.00109986,-0.01030174,-1.48446235,-0.0,-0.1379678,-0.1379678,-0.1379678,-0.1379678,0.0
0.0,-0.00180347,0.0,-0.0,-0.01710012,0.07531759,-1.55557794,-0.0,-0.0379678,-0.0379678,-0.0379678,-0.0379678,0.0
0.0,-0.00074827,0.0,-0.0,0.03948227,-0.02468241,-1.49234261,-0.0,-0.01575301,-0.01575301,-0.01575301,-0.01575301,0.0
0.0,-0.0053214,0.0,-0.0,-0.06051773,0.07531759,-1.59234261,-0.0,-0.1120294,-0.1120294,-0.1120294,-0.1120294,0.0
